1143,TERCIARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1145,TERCIARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1149,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1150,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21632
1154,UNIVERSITARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21632
1155,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21632
1156,SECUNDARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1161,SECUNDARIO COMPLETO,NO,INTRODUCCION A JAVA,21632
1163,TERCIARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1164,TERCIARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1167,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1168,UNIVERSITARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21632
1197,UNIVERSITARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21632
1198,SECUNDARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1201,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21632
1205,UNIVERSITARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21632
1223,SECUNDARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1227,UNIVERSITARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21632
1239,UNIVERSITARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21632
1244,UNIVERSITARIO COMPLETO,NO,INTRODUCCION A JAVA,21632
1248,TERCIARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21632
1258,S/D,SI,INTRODUCCION A JAVA,21632
1260,SECUNDARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21632
1264,SECUNDARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1265,TERCIARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1268,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1269,TERCIARIO COMPLETO,NO,INTRODUCCION A JAVA,21632
1274,S/D,S/D,INTRODUCCION A JAVA,21632
1283,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1286,SECUNDARIO COMPLETO,NO,INTRODUCCION A JAVA,21632
1290,UNIVERSITARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21632
1298,TERCIARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21632
1308,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1310,SECUNDARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21632
1311,SECUNDARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1320,SECUNDARIO COMPLETO,NO,INTRODUCCION A JAVA,21632
1321,TERCIARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1323,S/D,S/D,INTRODUCCION A JAVA,21632
1324,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21632
1327,TERCIARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21632
1328,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1355,TERCIARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1365,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21632
1373,TERCIARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21632
1376,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1378,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21632
1401,TERCIARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21632
1410,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21632
1433,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21632
1440,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21632
1463,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21632
1466,TERCIARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21632
1527,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21632
1533,SECUNDARIO COMPLETO,NO,INTRODUCCION A JAVA,21632
1553,SECUNDARIO COMPLETO,NO,INTRODUCCION A JAVA,21632
1576,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21632
1587,SECUNDARIO COMPLETO,NO,INTRODUCCION A JAVA,21632
1597,SECUNDARIO COMPLETO,SI,INTRODUCCION A JAVA,21632
1609,UNIVERSITARIO COMPLETO,NO,INTRODUCCION A JAVA,21632
1612,TERCIARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21632
540,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21633
541,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21633
542,SECUNDARIO COMPLETO,NO,INTRODUCCION A JAVA,21633
543,SECUNDARIO COMPLETO,NO,INTRODUCCION A JAVA,21633
544,SECUNDARIO COMPLETO,NO,INTRODUCCION A JAVA,21633
545,SECUNDARIO COMPLETO,SI,INTRODUCCION A JAVA,21633
546,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21633
547,SECUNDARIO COMPLETO,NO,INTRODUCCION A JAVA,21633
548,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21633
549,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21633
550,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21633
551,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21633
552,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21633
553,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21633
554,SECUNDARIO COMPLETO,NO,INTRODUCCION A JAVA,21633
555,SECUNDARIO COMPLETO,SI,INTRODUCCION A JAVA,21633
556,TERCIARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21633
557,UNIVERSITARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21633
558,SECUNDARIO COMPLETO,NO,INTRODUCCION A JAVA,21633
559,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21633
560,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21633
1140,TERCIARIO COMPLETO,SI,INTRODUCCION A JAVA,21633
1158,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21633
1159,UNIVERSITARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21633
1165,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21633
1170,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21633
1177,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21633
1180,SECUNDARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21633
1182,TERCIARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21633
1211,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21633
1215,S/D,S/D,INTRODUCCION A JAVA,21633
1216,TERCIARIO COMPLETO,NO,INTRODUCCION A JAVA,21633
1219,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21633
1222,UNIVERSITARIO COMPLETO,SI,INTRODUCCION A JAVA,21633
1225,UNIVERSITARIO INCOMPLETO,NO,INTRODUCCION A JAVA,21633
1226,UNIVERSITARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21633
1232,UNIVERSITARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21633
1233,SECUNDARIO COMPLETO,SI,INTRODUCCION A JAVA,21633
1237,TERCIARIO INCOMPLETO,SI,INTRODUCCION A JAVA,21633
1238,SECUNDARIO COMPLETO,NO,INTRODUCCION A JAVA,21633
